qid,step_idx,total_steps,prefix_chars,prefix_words,P@1,R@1,F1@1,Hit@1,nDCG@1,MRR@1
PartII_question_10018,2,2,534,80,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62435,1,2,277,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62435,2,2,324,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59253,1,2,293,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_59253,2,2,560,90,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68349,1,2,322,52,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_68349,2,2,506,77,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1077,1,2,52,9,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1077,2,2,94,12,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47882,1,2,200,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47882,2,2,486,77,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69501,1,2,303,49,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_69501,2,2,350,54,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_48857,1,2,383,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48857,2,2,430,67,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61695,1,2,258,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61695,2,2,1017,146,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21800,1,2,447,73,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21800,2,2,952,143,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_46415,1,2,337,59,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_46415,2,2,482,80,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_42087,1,2,380,57,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_42087,2,2,427,62,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_75402,1,2,104,19,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_75402,2,2,786,122,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72398,1,2,176,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72398,2,2,464,83,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72122,1,2,283,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72122,2,2,330,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28141,1,2,155,26,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28141,2,2,850,134,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41097,1,2,340,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41097,2,2,811,129,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35636,1,2,303,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35636,2,2,424,64,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_58581,1,2,238,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_58581,2,2,514,73,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_62828,1,2,175,32,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62828,2,2,301,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64460,1,2,263,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64460,2,2,310,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3795,1,2,300,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_3795,2,2,385,62,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_281,1,20,105,20,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,2,20,199,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,3,20,287,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,4,20,431,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,5,20,530,79,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,6,20,627,97,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,7,20,759,105,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,8,20,846,119,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,9,20,976,141,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,10,20,1063,154,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,11,20,1151,166,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,12,20,1295,177,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,13,20,1370,190,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,14,20,1491,210,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,15,20,1656,222,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,16,20,1749,239,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,17,20,1821,253,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,18,20,1905,267,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,19,20,1993,279,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_281,20,20,2027,285,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2514,1,2,37,8,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2514,2,2,14284,2377,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60163,1,2,318,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60163,2,2,1083,134,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5129,1,2,296,49,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_5129,2,2,343,54,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_18752,1,2,256,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18752,2,2,641,93,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5808,1,2,240,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5808,2,2,287,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36431,1,2,317,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_36431,2,2,364,56,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_70075,1,2,272,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70075,2,2,435,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33689,1,2,323,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33689,2,2,667,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68897,1,2,204,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68897,2,2,490,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7488,1,2,246,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7488,2,2,293,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36779,1,2,326,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36779,2,2,560,90,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35553,1,2,287,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35553,2,2,655,104,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60193,1,2,424,69,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60193,2,2,894,142,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_12471,1,2,291,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12471,2,2,1067,133,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69351,1,2,157,26,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_69351,2,2,204,31,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74975,1,2,150,25,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74975,2,2,172,30,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_21876,1,2,298,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21876,2,2,345,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_37434,1,2,321,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_37434,2,2,368,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2790,1,2,260,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2790,2,2,982,121,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10986,1,2,303,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10986,2,2,1086,149,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36413,1,2,259,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36413,2,2,306,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55023,1,2,356,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55023,2,2,729,121,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26347,1,2,204,31,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26347,2,2,557,84,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17756,1,2,304,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17756,2,2,696,110,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9931,1,2,373,63,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_9931,2,2,783,131,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14202,1,2,295,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14202,2,2,1857,188,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_71637,1,2,206,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_71637,2,2,845,149,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20960,1,2,234,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20960,2,2,382,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17056,1,2,171,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17056,2,2,407,67,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4648,1,2,244,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4648,2,2,612,87,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68191,1,2,246,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68191,2,2,590,99,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20223,1,2,227,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20223,2,2,454,75,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_27973,1,2,258,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27973,2,2,607,81,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6230,1,2,255,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6230,2,2,642,100,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_46828,1,2,339,53,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_46828,2,2,915,127,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33929,1,2,256,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33929,2,2,557,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5194,1,2,230,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5194,2,2,277,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59525,1,2,319,53,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_59525,2,2,1007,147,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_73563,1,2,385,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73563,2,2,545,77,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39898,1,2,144,25,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39898,2,2,409,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35449,1,2,181,29,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35449,2,2,469,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3062,1,2,223,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3062,2,2,270,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41645,1,2,316,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41645,2,2,363,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10890,1,2,241,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10890,2,2,288,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47161,1,2,168,29,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47161,2,2,547,93,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33069,1,2,296,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33069,2,2,1012,141,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2463,1,2,49,8,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2463,2,2,940,138,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_27744,1,2,219,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27744,2,2,266,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68250,1,2,279,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68250,2,2,1348,188,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_22283,1,2,272,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_22283,2,2,1022,176,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13966,1,2,303,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13966,2,2,350,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43683,1,2,180,31,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43683,2,2,227,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74477,1,2,110,17,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74477,2,2,131,22,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33183,1,2,241,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33183,2,2,1272,185,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_3488,1,2,373,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3488,2,2,420,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32206,1,2,327,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32206,2,2,374,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_57832,1,2,264,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_57832,2,2,474,69,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39889,1,2,228,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39889,2,2,724,96,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35889,1,2,311,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35889,2,2,358,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49910,1,2,258,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49910,2,2,1077,120,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44787,1,2,304,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_44787,2,2,606,98,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45049,1,2,388,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45049,2,2,649,94,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48660,1,2,299,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48660,2,2,465,76,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48161,1,2,253,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48161,2,2,862,115,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70823,1,2,290,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70823,2,2,711,113,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39312,1,2,244,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39312,2,2,665,102,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66123,1,2,266,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66123,2,2,313,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17101,1,2,285,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17101,2,2,332,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54663,1,2,350,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54663,2,2,397,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33526,1,2,264,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33526,2,2,1069,174,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50879,1,2,383,64,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50879,2,2,882,114,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73925,1,2,322,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73925,2,2,865,140,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_46058,1,2,310,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_46058,2,2,357,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16014,1,2,186,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16014,2,2,233,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32538,1,2,286,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32538,2,2,333,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39148,1,2,355,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39148,2,2,737,122,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27436,1,2,219,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27436,2,2,786,130,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34235,1,2,191,32,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34235,2,2,629,98,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63641,1,2,249,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63641,2,2,594,88,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19765,1,2,277,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19765,2,2,324,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33062,1,2,391,67,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33062,2,2,1167,167,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18874,1,2,195,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18874,2,2,783,109,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13689,1,2,439,73,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13689,2,2,1043,170,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24921,1,2,320,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24921,2,2,369,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18438,1,2,291,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18438,2,2,492,82,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39830,1,2,255,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39830,2,2,617,84,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17914,1,2,240,44,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_17914,2,2,705,112,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53087,1,2,378,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53087,2,2,425,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2058,1,2,49,10,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2058,2,2,3383,567,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_49839,1,2,429,72,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49839,2,2,815,128,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53375,1,2,241,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53375,2,2,531,82,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28894,1,2,214,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28894,2,2,889,94,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54398,1,2,314,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54398,2,2,798,138,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18522,1,2,296,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18522,2,2,523,82,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27675,1,2,284,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27675,2,2,1496,188,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64207,1,2,252,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64207,2,2,547,88,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55979,1,2,180,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55979,2,2,705,113,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43138,1,2,304,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43138,2,2,351,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41712,1,2,232,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41712,2,2,421,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8755,1,2,188,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8755,2,2,595,111,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3290,1,2,321,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3290,2,2,597,94,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68690,1,2,120,23,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68690,2,2,859,100,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33997,1,2,234,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33997,2,2,345,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28091,1,2,259,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28091,2,2,1036,166,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13753,1,2,310,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13753,2,2,780,115,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_50261,1,2,299,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50261,2,2,906,129,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54541,1,2,331,57,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_54541,2,2,916,141,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74838,1,2,161,28,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74838,2,2,182,33,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64901,1,2,371,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64901,2,2,560,89,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19931,1,2,275,49,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_19931,2,2,322,54,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_15217,1,2,380,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15217,2,2,427,67,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14349,1,2,249,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14349,2,2,637,101,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52613,1,2,263,48,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52613,2,2,310,53,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_72676,1,2,318,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72676,2,2,662,113,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35580,1,2,302,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35580,2,2,830,131,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55005,1,2,231,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55005,2,2,961,148,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31564,1,2,259,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31564,2,2,1288,154,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21488,1,2,346,56,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_21488,2,2,393,61,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_20447,1,2,274,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20447,2,2,321,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66421,1,2,372,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66421,2,2,483,71,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33201,1,2,258,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33201,2,2,1252,212,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61660,1,2,278,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61660,2,2,427,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67794,1,2,285,48,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_67794,2,2,590,96,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_44936,1,2,248,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44936,2,2,489,78,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43408,1,2,185,31,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43408,2,2,232,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39639,1,2,312,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39639,2,2,437,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12009,1,2,516,77,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12009,2,2,1350,193,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27994,1,2,220,34,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27994,2,2,267,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19534,1,2,281,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19534,2,2,328,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41388,1,2,306,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41388,2,2,702,118,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7654,1,2,252,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7654,2,2,299,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11472,1,2,291,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11472,2,2,338,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_58586,1,2,175,33,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_58586,2,2,1163,168,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39159,1,2,275,46,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_39159,2,2,667,102,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_43795,1,2,234,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43795,2,2,572,93,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53201,1,2,331,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53201,2,2,378,64,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27640,1,2,203,36,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_27640,2,2,330,53,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_27612,1,2,420,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27612,2,2,841,124,1.0,1.0,1.0,1.0,1.0,1.0
